#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CD34	IGF1	9606.ENSP00000310036	9606.ENSP00000376637	0	0	0	0	0.107	0	0	0.604	0.631
CD34	TIE1	9606.ENSP00000310036	9606.ENSP00000361554	0	0	0	0	0.402	0	0	0.412	0.633
CD34	IL33	9606.ENSP00000310036	9606.ENSP00000370842	0	0	0	0	0.095	0	0	0.643	0.663
CD34	GAPDH	9606.ENSP00000310036	9606.ENSP00000380070	0	0	0	0	0	0	0	0.692	0.692
CD34	TEK	9606.ENSP00000310036	9606.ENSP00000369375	0	0	0	0	0.201	0	0	0.674	0.728
CD34	GATA1	9606.ENSP00000310036	9606.ENSP00000365858	0	0	0	0	0	0	0	0.780	0.780
CD34	CDH5	9606.ENSP00000310036	9606.ENSP00000497290	0	0	0	0	0.281	0	0	0.840	0.880
CD34	ENG	9606.ENSP00000310036	9606.ENSP00000362299	0	0	0	0	0.101	0	0	0.913	0.919
CD34	PECAM1	9606.ENSP00000310036	9606.ENSP00000457421	0	0	0	0	0.386	0	0	0.907	0.940
CD93	SCARF1	9606.ENSP00000246006	9606.ENSP00000263071	0	0	0	0	0.177	0.045	0	0.315	0.415
CD93	CYYR1	9606.ENSP00000246006	9606.ENSP00000299340	0	0	0	0	0.415	0	0	0	0.415
CD93	THBD	9606.ENSP00000246006	9606.ENSP00000366307	0	0	0	0.658	0.348	0	0	0.168	0.435
CD93	LYVE1	9606.ENSP00000246006	9606.ENSP00000256178	0	0	0	0	0.242	0.095	0	0.254	0.444
CD93	SPARCL1	9606.ENSP00000246006	9606.ENSP00000414856	0	0	0	0	0.404	0.070	0	0.098	0.457
CD93	TIE1	9606.ENSP00000246006	9606.ENSP00000361554	0	0	0	0	0.209	0	0	0.346	0.461
CD93	VWF	9606.ENSP00000246006	9606.ENSP00000261405	0	0	0	0	0.272	0.091	0	0.251	0.462
CD93	SELP	9606.ENSP00000246006	9606.ENSP00000263686	0	0	0	0	0.193	0.101	0	0.397	0.524
CD93	IL17D	9606.ENSP00000246006	9606.ENSP00000302924	0	0	0	0	0	0	0	0.542	0.542
CD93	PTPRB	9606.ENSP00000246006	9606.ENSP00000334928	0	0	0	0	0.189	0.106	0	0.429	0.549
CD93	COL4A2	9606.ENSP00000246006	9606.ENSP00000353654	0	0	0	0	0.113	0.091	0	0.486	0.549
CD93	FCER1A	9606.ENSP00000246006	9606.ENSP00000357097	0	0	0	0	0.163	0.107	0	0.454	0.556
CD93	ROBO4	9606.ENSP00000246006	9606.ENSP00000304945	0	0	0	0	0.213	0	0	0.488	0.580
CD93	KDR	9606.ENSP00000246006	9606.ENSP00000263923	0	0	0	0	0.395	0	0	0.373	0.604
CD93	CDH5	9606.ENSP00000246006	9606.ENSP00000497290	0	0	0	0	0.361	0.066	0	0.500	0.675
CD93	MMRN2	9606.ENSP00000246006	9606.ENSP00000361097	0	0	0	0	0.208	0.334	0	0.460	0.690
CD93	PECAM1	9606.ENSP00000246006	9606.ENSP00000457421	0	0	0	0	0.512	0.107	0	0.562	0.792
CDA	TPI1	9606.ENSP00000364212	9606.ENSP00000229270	0.153	0	0	0	0.053	0	0	0.342	0.426
CDA	TK2	9606.ENSP00000364212	9606.ENSP00000299697	0.053	0	0	0	0.042	0	0.948	0.483	0.972
CDA	GAPDH	9606.ENSP00000364212	9606.ENSP00000380070	0.055	0	0	0	0.066	0.098	0	0.404	0.462
CDH23	GIPC3	9606.ENSP00000224721	9606.ENSP00000493901	0	0	0	0	0.125	0	0	0.519	0.562
CDH23	CDH6	9606.ENSP00000224721	9606.ENSP00000265071	0	0	0	0.609	0	0	0.540	0.096	0.566
CDH23	CDH5	9606.ENSP00000224721	9606.ENSP00000497290	0	0	0	0.604	0.049	0	0.540	0.123	0.582
CDH23	DCHS1	9606.ENSP00000224721	9606.ENSP00000299441	0	0	0	0.661	0.062	0	0.540	0.137	0.595
CDH23	LOXHD1	9606.ENSP00000224721	9606.ENSP00000444586	0	0	0	0	0.086	0	0	0.682	0.697
CDH5	PROCR	9606.ENSP00000497290	9606.ENSP00000216968	0	0	0	0	0.055	0	0	0.438	0.447
CDH5	RASIP1	9606.ENSP00000497290	9606.ENSP00000222145	0	0	0	0	0.225	0.051	0	0.339	0.472
CDH5	HGF	9606.ENSP00000497290	9606.ENSP00000222390	0	0	0	0	0	0	0	0.641	0.641
CDH5	PCDH12	9606.ENSP00000497290	9606.ENSP00000231484	0	0	0	0.571	0.537	0	0	0.379	0.700
CDH5	SEMA3G	9606.ENSP00000497290	9606.ENSP00000231721	0	0	0	0	0.296	0	0	0.201	0.414
CDH5	KLF2	9606.ENSP00000497290	9606.ENSP00000248071	0	0	0	0	0.081	0	0	0.506	0.526
CDH5	DLL4	9606.ENSP00000497290	9606.ENSP00000249749	0	0	0	0	0.221	0.066	0	0.645	0.719
CDH5	PLVAP	9606.ENSP00000497290	9606.ENSP00000252590	0	0	0	0	0.260	0.066	0	0.465	0.599
CDH5	RAMP2	9606.ENSP00000497290	9606.ENSP00000253796	0	0	0	0	0.239	0	0	0.270	0.421
CDH5	JAG1	9606.ENSP00000497290	9606.ENSP00000254958	0	0	0	0	0.056	0.066	0	0.511	0.531
CDH5	LYVE1	9606.ENSP00000497290	9606.ENSP00000256178	0	0	0	0	0.253	0	0	0.624	0.707
CDH5	LMO2	9606.ENSP00000497290	9606.ENSP00000257818	0	0	0	0	0.067	0	0	0.494	0.508
CDH5	VWF	9606.ENSP00000497290	9606.ENSP00000261405	0	0	0	0	0.351	0.042	0	0.823	0.881
CDH5	FLT4	9606.ENSP00000497290	9606.ENSP00000261937	0	0	0	0	0.236	0.048	0	0.942	0.954
CDH5	SELP	9606.ENSP00000497290	9606.ENSP00000263686	0	0	0	0	0.084	0.049	0	0.581	0.603
CDH5	EPAS1	9606.ENSP00000497290	9606.ENSP00000263734	0	0	0	0	0.265	0	0	0.425	0.560
CDH5	KDR	9606.ENSP00000497290	9606.ENSP00000263923	0	0	0	0	0.482	0.630	0.800	0.998	0.999
CDH5	MCAM	9606.ENSP00000497290	9606.ENSP00000264036	0	0	0	0	0.203	0.045	0	0.641	0.703
CDH5	FGF2	9606.ENSP00000497290	9606.ENSP00000264498	0	0	0	0	0.080	0	0	0.661	0.675
CDH5	MECOM	9606.ENSP00000497290	9606.ENSP00000264674	0	0	0	0	0.084	0	0	0.412	0.438
CDH5	CDH6	9606.ENSP00000497290	9606.ENSP00000265071	0	0	0	0.875	0.043	0	0.540	0.080	0.559
CDH5	NRP1	9606.ENSP00000497290	9606.ENSP00000265371	0	0	0	0	0.074	0	0	0.687	0.698
CDH5	FGF7	9606.ENSP00000497290	9606.ENSP00000267843	0	0	0	0	0.094	0	0	0.495	0.523
CDH5	ESAM	9606.ENSP00000497290	9606.ENSP00000278927	0	0	0	0	0.240	0	0	0.810	0.850
CDH5	FLT1	9606.ENSP00000497290	9606.ENSP00000282397	0	0	0	0	0.217	0.048	0	0.794	0.833
CDH5	ITGA1	9606.ENSP00000497290	9606.ENSP00000282588	0	0	0	0	0.151	0	0	0.322	0.400
CDH5	TAL1	9606.ENSP00000497290	9606.ENSP00000294339	0	0	0	0	0.062	0	0	0.476	0.487
CDH5	EMCN	9606.ENSP00000497290	9606.ENSP00000296420	0	0	0	0	0.480	0	0	0.605	0.786
CDH5	SOX17	9606.ENSP00000497290	9606.ENSP00000297316	0	0	0	0	0.395	0	0	0.470	0.665
CDH5	NOS3	9606.ENSP00000497290	9606.ENSP00000297494	0	0	0	0	0.334	0	0	0.661	0.764
CDH5	VEGFD	9606.ENSP00000497290	9606.ENSP00000297904	0	0	0.230	0	0.056	0	0	0.414	0.537
CDH5	JAM3	9606.ENSP00000497290	9606.ENSP00000299106	0	0	0	0	0.044	0	0	0.480	0.481
CDH5	DCHS1	9606.ENSP00000497290	9606.ENSP00000299441	0	0	0	0.598	0.072	0	0.540	0.271	0.661
CDH5	SOX7	9606.ENSP00000497290	9606.ENSP00000301921	0	0	0	0	0.285	0	0	0.472	0.607
CDH5	ROBO4	9606.ENSP00000497290	9606.ENSP00000304945	0	0	0	0	0.424	0	0	0.512	0.707
CDH5	S1PR1	9606.ENSP00000497290	9606.ENSP00000305416	0	0	0	0	0.181	0	0	0.419	0.504
CDH5	F2R	9606.ENSP00000497290	9606.ENSP00000321326	0	0	0	0	0.060	0.045	0	0.396	0.410
CDH5	F3	9606.ENSP00000497290	9606.ENSP00000334145	0	0	0	0	0.062	0	0	0.473	0.484
CDH5	PTPRB	9606.ENSP00000497290	9606.ENSP00000334928	0	0	0	0	0.509	0.345	0	0.949	0.982
CDH5	HEY1	9606.ENSP00000497290	9606.ENSP00000338272	0	0	0	0	0.080	0	0	0.461	0.483
CDH5	SOX18	9606.ENSP00000497290	9606.ENSP00000341815	0	0	0	0	0.405	0	0	0.470	0.671
CDH5	GJA4	9606.ENSP00000497290	9606.ENSP00000343676	0	0	0	0	0.441	0.050	0	0.435	0.673
CDH5	CLEC14A	9606.ENSP00000497290	9606.ENSP00000353013	0	0	0	0	0.391	0.066	0	0.268	0.547
CDH5	CLDN7	9606.ENSP00000497290	9606.ENSP00000353475	0	0	0	0	0.052	0	0	0.477	0.483
CDH5	DLL1	9606.ENSP00000497290	9606.ENSP00000355718	0	0	0	0	0.112	0.066	0	0.374	0.436
CDH5	PLPP3	9606.ENSP00000497290	9606.ENSP00000360296	0	0	0	0	0.050	0.045	0	0.401	0.409
CDH5	EGFL7	9606.ENSP00000497290	9606.ENSP00000360764	0	0	0	0	0.176	0.066	0	0.379	0.480
CDH5	MMRN2	9606.ENSP00000497290	9606.ENSP00000361097	0	0	0	0	0.511	0.046	0	0.245	0.617
CDH5	TIE1	9606.ENSP00000497290	9606.ENSP00000361554	0	0	0	0	0.407	0.045	0	0.687	0.807
CDH5	ENG	9606.ENSP00000497290	9606.ENSP00000362299	0	0	0	0	0.235	0	0	0.848	0.879
CDH5	KLF4	9606.ENSP00000497290	9606.ENSP00000363804	0	0	0	0	0.084	0	0	0.640	0.656
CDH5	HSPG2	9606.ENSP00000497290	9606.ENSP00000363827	0	0	0	0	0.136	0	0	0.348	0.412
CDH5	NOTCH4	9606.ENSP00000497290	9606.ENSP00000364163	0	0	0	0	0.260	0.066	0	0.472	0.603
CDH5	ID1	9606.ENSP00000497290	9606.ENSP00000365280	0	0	0	0	0.049	0	0	0.503	0.507
CDH5	GATA1	9606.ENSP00000497290	9606.ENSP00000365858	0	0	0	0	0	0	0	0.406	0.406
CDH5	THBD	9606.ENSP00000497290	9606.ENSP00000366307	0	0	0	0	0.084	0.066	0	0.491	0.526
CDH5	TEK	9606.ENSP00000497290	9606.ENSP00000369375	0	0	0	0	0.272	0.045	0	0.869	0.901
CDH5	IGF1	9606.ENSP00000497290	9606.ENSP00000376637	0	0	0	0	0.068	0	0	0.452	0.468
CDH5	SYNPO	9606.ENSP00000497290	9606.ENSP00000377789	0	0	0	0	0.099	0.054	0	0.430	0.472
CDH5	MYH11	9606.ENSP00000497290	9606.ENSP00000379616	0	0	0	0	0.127	0	0	0.518	0.562
CDH5	GAPDH	9606.ENSP00000497290	9606.ENSP00000380070	0	0	0	0	0	0.071	0	0.600	0.613
CDH5	JAM2	9606.ENSP00000497290	9606.ENSP00000383376	0	0	0	0	0.084	0	0	0.406	0.432
CDH5	CLDN5	9606.ENSP00000497290	9606.ENSP00000385477	0	0	0	0	0.404	0	0	0.988	0.993
CDH5	TNXB	9606.ENSP00000497290	9606.ENSP00000407685	0	0	0.361	0	0.105	0.044	0	0.087	0.434
CDH5	ERG	9606.ENSP00000497290	9606.ENSP00000414150	0	0	0	0	0.230	0	0	0.383	0.505
CDH5	RGS5	9606.ENSP00000497290	9606.ENSP00000433001	0	0	0	0	0.233	0.045	0	0.254	0.407
CDH5	FZD4	9606.ENSP00000497290	9606.ENSP00000434034	0	0	0	0	0.196	0.045	0	0.551	0.625
CDH5	PGF	9606.ENSP00000497290	9606.ENSP00000451040	0	0	0	0	0.084	0	0	0.475	0.498
CDH5	PECAM1	9606.ENSP00000497290	9606.ENSP00000457421	0	0	0	0	0.501	0.045	0.800	0.999	0.999
CDH5	PTPRM	9606.ENSP00000497290	9606.ENSP00000463325	0	0	0	0	0.083	0.102	0	0.465	0.520
CDH5	ECSCR	9606.ENSP00000497290	9606.ENSP00000479243	0	0	0	0	0.351	0	0	0.360	0.567
CDH5	VEGFC	9606.ENSP00000497290	9606.ENSP00000480043	0	0	0	0	0.061	0	0	0.588	0.597
CDH5	GPIHBP1	9606.ENSP00000497290	9606.ENSP00000480053	0	0	0	0	0.318	0	0	0.286	0.492
CDH5	EFNB2	9606.ENSP00000497290	9606.ENSP00000493716	0	0	0	0	0.075	0	0	0.602	0.616
CDH5	KCNJ8	9606.ENSP00000497290	9606.ENSP00000499300	0	0	0	0	0.126	0.220	0	0.200	0.407
CDH6	GPRASP2	9606.ENSP00000265071	9606.ENSP00000437872	0	0	0	0	0	0.046	0	0.404	0.407
CDH6	CLDN5	9606.ENSP00000265071	9606.ENSP00000385477	0	0	0	0	0.090	0	0	0.450	0.478
CDH6	DCHS1	9606.ENSP00000265071	9606.ENSP00000299441	0	0	0	0.606	0.042	0	0.540	0.143	0.589
CDKN1C	KLF2	9606.ENSP00000413720	9606.ENSP00000248071	0	0	0.310	0	0.060	0.045	0	0.158	0.409
CDKN1C	SASH1	9606.ENSP00000413720	9606.ENSP00000356437	0	0	0	0	0.074	0	0	0.399	0.419
CDKN1C	ID3	9606.ENSP00000413720	9606.ENSP00000363689	0	0	0	0	0.054	0	0	0.420	0.427
CDKN1C	IGF2	9606.ENSP00000413720	9606.ENSP00000391826	0	0	0	0	0.089	0	0	0.903	0.907
CHCHD4	TIMM50	9606.ENSP00000295767	9606.ENSP00000445806	0	0	0	0	0.116	0	0	0.718	0.740
CHL1	ITGA10	9606.ENSP00000256509	9606.ENSP00000358310	0	0	0	0	0	0	0.500	0.046	0.502
CHL1	ITGA1	9606.ENSP00000256509	9606.ENSP00000282588	0	0	0	0	0	0	0.500	0.094	0.527
CHL1	NRP1	9606.ENSP00000256509	9606.ENSP00000265371	0	0	0	0	0	0	0.900	0.519	0.949
CKMT2	COX7A1	9606.ENSP00000404203	9606.ENSP00000292907	0	0	0	0	0.213	0	0	0.368	0.481
CKMT2	MYOM3	9606.ENSP00000404203	9606.ENSP00000363557	0	0	0	0	0.122	0	0	0.389	0.441
CKMT2	GAPDH	9606.ENSP00000404203	9606.ENSP00000380070	0	0	0	0	0.103	0.087	0	0.338	0.411
CKMT2	SRL	9606.ENSP00000404203	9606.ENSP00000382518	0	0	0	0	0.298	0	0	0.254	0.454
CLDN11	JAM3	9606.ENSP00000064724	9606.ENSP00000299106	0	0	0	0	0.068	0	0	0.446	0.461
CLDN11	GFAP	9606.ENSP00000064724	9606.ENSP00000253408	0	0	0	0	0.174	0	0	0.401	0.484
CLDN11	CLDN19	9606.ENSP00000064724	9606.ENSP00000296387	0	0	0	0.775	0	0	0.650	0.164	0.695
CLDN11	CLDN7	9606.ENSP00000064724	9606.ENSP00000353475	0	0	0	0.773	0	0	0.650	0.174	0.698
CLDN11	ESAM	9606.ENSP00000064724	9606.ENSP00000278927	0	0	0	0	0.047	0	0.650	0.204	0.711
CLDN11	CLDN5	9606.ENSP00000064724	9606.ENSP00000385477	0	0	0	0.722	0.066	0	0.650	0.236	0.728
CLDN19	ESAM	9606.ENSP00000296387	9606.ENSP00000278927	0	0	0	0	0.055	0	0.650	0.146	0.693
CLDN19	JAM3	9606.ENSP00000296387	9606.ENSP00000299106	0	0	0	0	0	0	0	0.448	0.448
CLDN19	CLDN7	9606.ENSP00000296387	9606.ENSP00000353475	0	0	0.060	0.952	0	0	0.650	0.067	0.666
CLDN19	CLDN5	9606.ENSP00000296387	9606.ENSP00000385477	0	0	0	0.905	0.042	0	0.650	0.086	0.666
CLDN5	RASIP1	9606.ENSP00000385477	9606.ENSP00000222145	0	0	0	0	0.312	0	0	0.240	0.455
CLDN5	KLF2	9606.ENSP00000385477	9606.ENSP00000248071	0	0	0	0	0.164	0	0	0.325	0.412
CLDN5	DLL4	9606.ENSP00000385477	9606.ENSP00000249749	0	0	0	0	0.213	0	0	0.326	0.447
CLDN5	PLVAP	9606.ENSP00000385477	9606.ENSP00000252590	0	0	0	0	0.256	0	0	0.593	0.684
CLDN5	USHBP1	9606.ENSP00000385477	9606.ENSP00000252597	0	0	0	0	0.409	0	0	0.063	0.422
CLDN5	GFAP	9606.ENSP00000385477	9606.ENSP00000253408	0	0	0	0	0.109	0	0	0.605	0.633
CLDN5	RAMP2	9606.ENSP00000385477	9606.ENSP00000253796	0	0	0	0	0.415	0	0	0.194	0.509
CLDN5	LYVE1	9606.ENSP00000385477	9606.ENSP00000256178	0	0	0	0	0.229	0	0	0.389	0.509
CLDN5	VWF	9606.ENSP00000385477	9606.ENSP00000261405	0	0	0	0	0.770	0	0	0.669	0.920
CLDN5	FLT4	9606.ENSP00000385477	9606.ENSP00000261937	0	0	0	0	0.135	0	0	0.354	0.417
CLDN5	SELP	9606.ENSP00000385477	9606.ENSP00000263686	0	0	0	0	0.300	0	0	0.354	0.528
CLDN5	KDR	9606.ENSP00000385477	9606.ENSP00000263923	0	0	0	0	0.188	0	0	0.545	0.615
CLDN5	FGF2	9606.ENSP00000385477	9606.ENSP00000264498	0	0	0	0	0	0	0	0.441	0.441
CLDN5	NRP1	9606.ENSP00000385477	9606.ENSP00000265371	0	0	0	0	0	0	0	0.456	0.456
CLDN5	ESAM	9606.ENSP00000385477	9606.ENSP00000278927	0	0	0	0	0.686	0	0.650	0.753	0.970
CLDN5	FLT1	9606.ENSP00000385477	9606.ENSP00000282397	0	0	0	0	0.150	0	0	0.424	0.490
CLDN5	EMCN	9606.ENSP00000385477	9606.ENSP00000296420	0	0	0	0	0.348	0	0	0.381	0.579
CLDN5	SOX17	9606.ENSP00000385477	9606.ENSP00000297316	0	0	0	0	0.373	0	0	0.272	0.524
CLDN5	NOS3	9606.ENSP00000385477	9606.ENSP00000297494	0	0	0	0	0.223	0	0	0.398	0.512
CLDN5	JAM3	9606.ENSP00000385477	9606.ENSP00000299106	0	0	0	0	0.099	0	0	0.539	0.567
CLDN5	ROBO4	9606.ENSP00000385477	9606.ENSP00000304945	0	0	0	0	0.608	0	0	0.344	0.732
CLDN5	S1PR1	9606.ENSP00000385477	9606.ENSP00000305416	0	0	0	0	0.208	0	0	0.285	0.410
CLDN5	PTPRB	9606.ENSP00000385477	9606.ENSP00000334928	0	0	0	0	0.356	0	0	0.533	0.686
CLDN5	SOX18	9606.ENSP00000385477	9606.ENSP00000341815	0	0	0	0	0.849	0	0	0.396	0.904
CLDN5	GJA4	9606.ENSP00000385477	9606.ENSP00000343676	0	0	0	0	0.423	0	0	0.359	0.614
CLDN5	CLEC14A	9606.ENSP00000385477	9606.ENSP00000353013	0	0	0	0	0.447	0	0	0.245	0.564
CLDN5	CLDN7	9606.ENSP00000385477	9606.ENSP00000353475	0	0	0.058	0.918	0.050	0	0.650	0.659	0.878
CLDN5	GJC2	9606.ENSP00000385477	9606.ENSP00000355675	0	0	0.299	0	0.111	0	0	0.156	0.428
CLDN5	EGFL7	9606.ENSP00000385477	9606.ENSP00000360764	0	0	0	0	0.389	0	0	0.298	0.553
CLDN5	MMRN2	9606.ENSP00000385477	9606.ENSP00000361097	0	0	0	0	0.427	0	0	0.178	0.509
CLDN5	TIE1	9606.ENSP00000385477	9606.ENSP00000361554	0	0	0	0	0.332	0	0	0.335	0.537
CLDN5	FAM110D	9606.ENSP00000385477	9606.ENSP00000363386	0	0	0	0	0.409	0	0	0	0.409
CLDN5	KLF4	9606.ENSP00000385477	9606.ENSP00000363804	0	0	0	0	0.076	0	0	0.585	0.600
CLDN5	NOTCH4	9606.ENSP00000385477	9606.ENSP00000364163	0	0	0	0	0.303	0	0	0.187	0.409
CLDN5	TEK	9606.ENSP00000385477	9606.ENSP00000369375	0	0	0	0	0.374	0	0	0.510	0.680
CLDN5	GAPDH	9606.ENSP00000385477	9606.ENSP00000380070	0	0	0	0	0.074	0	0	0.533	0.549
CLDN5	JAM2	9606.ENSP00000385477	9606.ENSP00000383376	0	0	0	0	0.108	0	0	0.511	0.545
CLDN5	FZD4	9606.ENSP00000385477	9606.ENSP00000434034	0	0	0	0	0.146	0	0	0.330	0.404
CLDN5	ERG	9606.ENSP00000385477	9606.ENSP00000414150	0	0	0	0	0.179	0	0	0.314	0.413
CLDN5	GPIHBP1	9606.ENSP00000385477	9606.ENSP00000480053	0	0	0	0	0.411	0	0	0.091	0.442
CLDN5	SLCO1C1	9606.ENSP00000385477	9606.ENSP00000444149	0	0	0	0	0.120	0	0	0.430	0.477
CLDN5	SPARCL1	9606.ENSP00000385477	9606.ENSP00000414856	0	0	0	0	0.391	0	0	0.195	0.489
CLDN5	PECAM1	9606.ENSP00000385477	9606.ENSP00000457421	0	0	0	0	0.260	0	0	0.800	0.845
CLDN7	ESAM	9606.ENSP00000353475	9606.ENSP00000278927	0	0	0	0	0.055	0	0.650	0.545	0.836
CLDN7	JAM3	9606.ENSP00000353475	9606.ENSP00000299106	0	0	0	0	0	0	0	0.532	0.532
CLDN7	SPINT1	9606.ENSP00000353475	9606.ENSP00000342098	0	0	0	0	0.525	0	0	0.265	0.636
CLDN7	ZEB2	9606.ENSP00000353475	9606.ENSP00000487174	0	0	0	0	0	0	0	0.419	0.419
CLDN7	LSR	9606.ENSP00000353475	9606.ENSP00000480821	0	0	0	0	0.277	0	0	0.351	0.511
CLDN7	GAPDH	9606.ENSP00000353475	9606.ENSP00000380070	0	0	0	0	0.061	0	0	0.593	0.602
CLDN7	JAM2	9606.ENSP00000353475	9606.ENSP00000383376	0	0	0	0	0	0	0	0.669	0.669
CLEC14A	MLF2	9606.ENSP00000353013	9606.ENSP00000203630	0	0	0	0	0	0.045	0	0.422	0.424
CLEC14A	RASIP1	9606.ENSP00000353013	9606.ENSP00000222145	0	0	0	0	0.400	0.114	0	0.047	0.449
CLEC14A	DLL4	9606.ENSP00000353013	9606.ENSP00000249749	0	0	0	0	0.325	0	0	0.188	0.429
CLEC14A	PLVAP	9606.ENSP00000353013	9606.ENSP00000252590	0	0	0	0	0.301	0	0	0.178	0.401
CLEC14A	HSPA12B	9606.ENSP00000353013	9606.ENSP00000254963	0	0	0	0	0.443	0.102	0	0.186	0.557
CLEC14A	LYVE1	9606.ENSP00000353013	9606.ENSP00000256178	0	0	0	0	0.273	0.095	0	0.179	0.413
CLEC14A	VWF	9606.ENSP00000353013	9606.ENSP00000261405	0	0	0	0	0.422	0.091	0	0.254	0.574
CLEC14A	FLT4	9606.ENSP00000353013	9606.ENSP00000261937	0	0	0	0	0.182	0	0	0.544	0.611
CLEC14A	SCARF1	9606.ENSP00000353013	9606.ENSP00000263071	0	0	0.218	0	0.122	0.045	0	0.202	0.407
CLEC14A	KDR	9606.ENSP00000353013	9606.ENSP00000263923	0	0	0	0	0.502	0	0	0.250	0.611
CLEC14A	ESAM	9606.ENSP00000353013	9606.ENSP00000278927	0	0	0	0	0.288	0	0	0.271	0.459
CLEC14A	EMCN	9606.ENSP00000353013	9606.ENSP00000296420	0	0	0	0	0.445	0	0	0.162	0.516
CLEC14A	CYYR1	9606.ENSP00000353013	9606.ENSP00000299340	0	0	0	0	0.501	0	0	0.261	0.615
CLEC14A	ROBO4	9606.ENSP00000353013	9606.ENSP00000304945	0	0	0.252	0	0.345	0	0	0.420	0.691
CLEC14A	CLEC1A	9606.ENSP00000353013	9606.ENSP00000326407	0	0	0	0	0.323	0.101	0	0.291	0.531
CLEC14A	KANK3	9606.ENSP00000353013	9606.ENSP00000328923	0	0	0	0	0.199	0.098	0	0.239	0.403
CLEC14A	SOX18	9606.ENSP00000353013	9606.ENSP00000341815	0	0	0	0	0.414	0.050	0	0.088	0.448
CLEC14A	GJA4	9606.ENSP00000353013	9606.ENSP00000343676	0	0	0	0	0.470	0	0	0.052	0.476
CLEC14A	TEK	9606.ENSP00000353013	9606.ENSP00000369375	0	0	0	0	0.316	0	0	0.205	0.433
CLEC14A	PECAM1	9606.ENSP00000353013	9606.ENSP00000457421	0	0	0	0	0.256	0.107	0	0.234	0.446
CLEC14A	TIE1	9606.ENSP00000353013	9606.ENSP00000361554	0	0	0	0	0.267	0	0	0.302	0.467
CLEC14A	MYCT1	9606.ENSP00000353013	9606.ENSP00000356214	0	0	0	0	0.299	0	0	0.296	0.486
CLEC14A	ECSCR	9606.ENSP00000353013	9606.ENSP00000479243	0	0	0	0	0.413	0	0	0.263	0.549
CLEC14A	SPARCL1	9606.ENSP00000353013	9606.ENSP00000414856	0	0	0	0	0.500	0.070	0	0.127	0.559
CLEC14A	MMRN2	9606.ENSP00000353013	9606.ENSP00000361097	0	0	0	0	0.263	0.334	0	0.864	0.927
CLEC3B	HGF	9606.ENSP00000296130	9606.ENSP00000222390	0	0	0	0	0.086	0.295	0	0.475	0.632
CLEC3B	HIGD1B	9606.ENSP00000296130	9606.ENSP00000253410	0	0	0	0	0.139	0	0	0.335	0.403
CLEC3B	IGFBP6	9606.ENSP00000296130	9606.ENSP00000301464	0	0	0	0	0.167	0	0	0.318	0.408
CLEC3B	MFAP4	9606.ENSP00000296130	9606.ENSP00000378957	0	0	0	0	0.260	0.094	0	0.201	0.418
CLEC3B	PLAC9	9606.ENSP00000296130	9606.ENSP00000361337	0	0	0	0	0.425	0	0	0	0.424
CLEC3B	PTN	9606.ENSP00000296130	9606.ENSP00000341170	0	0	0	0	0.075	0.068	0	0.411	0.447
CLEC3B	COL14A1	9606.ENSP00000296130	9606.ENSP00000297848	0	0	0	0	0.080	0.045	0	0.424	0.450
CLEC3B	GSN	9606.ENSP00000296130	9606.ENSP00000362924	0	0	0	0	0.139	0	0	0.412	0.472
CLEC3B	ENG	9606.ENSP00000296130	9606.ENSP00000362299	0	0	0	0	0.129	0	0	0.441	0.492
CLEC3B	PI16	9606.ENSP00000296130	9606.ENSP00000497550	0	0	0	0	0.204	0	0	0.390	0.494
CLEC3B	SELENOP	9606.ENSP00000296130	9606.ENSP00000425915	0	0	0	0	0.106	0	0.400	0.536	0.729
CLPTM1L	TP63	9606.ENSP00000313854	9606.ENSP00000264731	0	0	0	0	0	0	0	0.476	0.476
CLPTM1L	RPN1	9606.ENSP00000313854	9606.ENSP00000296255	0	0	0	0	0.393	0.213	0	0.067	0.515
CLPTM1L	NR5A2	9606.ENSP00000313854	9606.ENSP00000356331	0	0	0	0	0	0	0	0.723	0.723
CMA1	CTSG	9606.ENSP00000250378	9606.ENSP00000216336	0	0	0.072	0.937	0.178	0	0.400	0.412	0.695
CMA1	HGF	9606.ENSP00000250378	9606.ENSP00000222390	0	0	0.113	0.679	0.066	0	0	0.366	0.429
CMA1	TFPI	9606.ENSP00000250378	9606.ENSP00000233156	0	0	0	0	0.048	0.264	0	0.224	0.409
CMA1	NGF	9606.ENSP00000250378	9606.ENSP00000358525	0	0	0	0	0.047	0.107	0	0.372	0.419
CMA1	TPSB2	9606.ENSP00000250378	9606.ENSP00000482743	0	0	0.159	0.761	0.272	0	0	0.166	0.445
CMA1	COL17A1	9606.ENSP00000250378	9606.ENSP00000497653	0	0	0	0	0.049	0.051	0	0.455	0.465
CMA1	TAC1	9606.ENSP00000250378	9606.ENSP00000321106	0	0	0	0	0.061	0	0	0.510	0.520
CMA1	MRGPRX2	9606.ENSP00000250378	9606.ENSP00000333800	0	0	0	0	0.073	0	0	0.544	0.559
CMA1	IL33	9606.ENSP00000250378	9606.ENSP00000370842	0	0	0	0	0.143	0	0	0.509	0.561
